tweet_id,favorites,retweets
667443425659232256,724,534
667437278097252352,420,217
667435689202614272,286,79
667405339315146752,432,206
667393430834667520,179,51
667369227918143488,340,151
667211855547486208,450,221
667200525029539841,571,240
667192066997374976,356,90
667188689915760640,692,364
667182792070062081,13311,5659
667177989038297088,178,50
667176164155375616,569,418
667174963120574464,230,72
667171260800061440,203,77
667165590075940865,2504,1035
667160273090932737,237,56
667152164079423490,44454,15511
667138269671505920,4252,2004
667119796878725120,310,121
667090893657276420,312,115
667073648344346624,375,109
667070482143944705,77,13
667065535570550784,157,41
667062181243039745,204,47
667044094246576128,174,44
667012601033924608,420,202
666996132027977728,226,81
666983947667116034,2369,898
666837028449972224,752,506
666835007768551424,195,72
666826780179869698,238,83
666817836334096384,472,230
666804364988780544,216,84
666786068205871104,699,441
666781792255496192,358,175
666776908487630848,323,156
666739327293083650,220,60
666701168228331520,396,195
666691418707132416,171,44
666649482315059201,1035,568
666644823164719104,219,73
666454714377183233,474,196
666447344410484738,94,18
666437273139982337,112,42
666435652385423360,150,45
666430724426358785,290,173
666428276349472768,150,73
666421158376562688,293,101
666418789513326592,111,41
666411507551481857,396,286
666407126856765440,98,31
666396247373291520,155,73
666373753744588802,169,78
666362758909284353,702,502
666353288456101888,193,64
666345417576210432,267,128
666337882303524864,179,81
666293911632134144,450,312
666287406224695296,131,57
666273097616637952,157,70
666268910803644416,94,32
666104133288665088,13292,5812
666102155909144576,69,11
666099513787052032,140,57
666094000022159362,153,66
666082916733198337,101,41
666073100786774016,285,141
666071193221509120,135,52
666063827256086533,439,191
666058600524156928,103,51
666057090499244032,263,120
666055525042405380,404,214
666051853826850816,1099,752
666050758794694657,121,51
666049248165822465,96,39
666044226329800704,265,124
666033412701032449,109,39
666029285002620928,119,41
666020888022790149,2354,448
